syl1;syl2;syl3;syl4;syl5
Hje;;;;kir
Hjelm;;;;kir
Hjo;;;;kir
Hjor;;;;kir
Hjor;;;;kir
Hjort;;;;kir
Hok;;;;ko
I;;;;ko
I;;;;kolf
Ilk;;;;kon
Ilv;;;;kon
In;;;;koth
In;;;;kott
In;;;;ku
In;;;;ku
Is;;;;kuk
Is;;;;kur
Is;;;;lagh
Is;;;;land
Is;;;;lar
Ja;;;;lav
Jaa;;;;leif
Jak;;;;leif
Jas;;;;leif
Jees;;;;leif
Jo;;;;leif
Jo;;;;leif
Jöl;;;;ler
Jös;;;;li
Ju;;;;li
Jur;;;;lif
Ka;;;;lif
Ka;;;;lif
Kal;;;;lif
Kar;;;;lin
Kar;;;;log
Ke;;;;logh
Kein;;;;logh
Ker;;;;luf
Kjas;;;;lur
Kla;;;;mach
Knud;;;;man
Lan;;;;mann
Las;;;;mar
Las;;;;mar
Leif;;;;mar
Lif;;;;marr
Lis;;;;mi
Liu;;;;ming
Lu;;;;moch
Ma;;;;mor
Madh;;;;muk
Maed;;;;mund
Man;;;;mund
Mar;;;;mur
Me;;;;mur
Mjes;;;;mur
Mjös;;;;nach
Mor;;;;nach
Mor;;;;nach
Mor;;;;nan
Mur;;;;nar
Mur;;;;nar
Noer;;;;nar
Nor;;;;nar
O;;;;nard
O;;;;nard
O;;;;nargh
O;;;;ne
O;;;;nek
Od;;;;ni
Oh;;;;ni
Ol;;;;ni
Ol;;;;ning
Ol;;;;nir
Or;;;;nir
Or;;;;nir
Orm;;;;nir
Pan;;;;nir
Pan;;;;nir
Par;;;;no
Pel;;;;noch
Prai;;;;nolf
Ra;;;;nu
Rag;;;;nu
Ran;;;;nuk
Ras;;;;nur
Ras;;;;nush
Rek;;;;olf
Ro;;;;onn
Röng;;;;org
Ror;;;;orm
Ror;;;;orn
Ros;;;;orn
Ru;;;;orn
Si;;;;orn
Si;;;;ort
Si;;;;per
Si;;;;ra
Sieg;;;;rad
Sim;;;;ragh
Ska;;;;raigh
Skar;;;;rald
Skjol;;;;ran
Snall;;;;ran
Snar;;;;ran
Snor;;;;rasch
Sol;;;;re
Son;;;;re
Star;;;;re
Star;;;;re
Stei;;;;re
Stein;;;;ri
Sten;;;;ri
Sti;;;;ri
Sti;;;;ri
Stir;;;;ri
Stru;;;;ric
Strun;;;;ric
Strun;;;;rid
Sur;;;;rik
Svart;;;;ro
Sven;;;;rodh
Swaf;;;;rolf
Swaf;;;;ru
Swaf;;;;ru
Swaf;;;;ru
Swaff;;;;ruch
Te;;;;rulf
Thar;;;;rur
Thi;;;;schnig
Thin;;;;sir
Thor;;;;sir
Thor;;;;skir
Thor;;;;stor
Thor;;;;tach
Thor;;;;tach
Thorn;;;;takh
Thu;;;;tan
Thur;;;;tar
Tjalf;;;;tar
Tjun;;;;tart
To;;;;te
Tor;;;;tech
Tor;;;;thor
Tor;;;;thor
Tor;;;;thor
Tor;;;;thor
Tor;;;;til
Tor;;;;tje
Tor;;;;tov
Tor;;;;ulf
Tor;;;;unn
Troll;;;;va
Tron;;;;vald
Tron;;;;var
Tryg;;;;var
Tur;;;;var
U;;;;var
Ul;;;;var
Ulf;;;;var
Ulf;;;;vard
Va;;;;ve
Val;;;;ve
Val;;;;ved
Val;;;;veg
Van;;;;ven
Vi;;;;vi
Wa;;;;vid
Wal;;;;vil
War;;;;vir
Wla;;;;vir
Wol;;;;vö
Wolf;;;;wad
Wolf;;;;war
Wu;;;;wär
Wul;;;;wech
Wulf;;;;wed
Ya;;;;wolf
Yahr;;;;wulf
Yar;;;;wulf
Yg;;;;wulf
Yng;;;;wulf
Yor;;;;wulf
Yor;;;;zagh
Yuch;;;;zan
Yurr;;;;zar
Zur;;;;zel
