syl1;syl2;syl3;syl4;syl5
Lyk;;;;lind
Lyr;;;;liv
Ma;;;;log
Ma;;;;lot
Madh;;;;ma
Mar;;;;ma
Mar;;;;ma
Mar;;;;ma
Marr;;;;ma
Me;;;;ma
Mi;;;;ma
Mil;;;;mar
Min;;;;na
Moir;;;;na
Mor;;;;na
Morr;;;;na
Mur;;;;na
Nan;;;;na
Nell;;;;na
Nor;;;;na
Od;;;;na
Oigh;;;;na
Ol;;;;na
Ol;;;;na
Ol;;;;na
Ol;;;;na
Ol;;;;na
Or;;;;na
Ra;;;;nach
Rach;;;;naid
Rag;;;;nar
Rag;;;;nath
Ran;;;;nath
Ran;;;;ne
Rang;;;;ne
Rann;;;;ne
Ras;;;;nee
Ror;;;;nhild
Ror;;;;nid
Röt;;;;nid
Röt;;;;nild
Ru;;;;nild
Sa;;;;nird
Sa;;;;on
Sal;;;;ra
Sar;;;;ra
Se;;;;ra
Sha;;;;ra
Shin;;;;ra
Shin;;;;ra
Si;;;;ra
Si;;;;ra
Si;;;;ra
Si;;;;ra
Si;;;;ra
Sig;;;;ra
Sig;;;;ra
Sig;;;;ra
Sirn;;;;ra
Sis;;;;ra
Skar;;;;ra
Skirn;;;;ra
Skra;;;;ra
Snor;;;;ra
Sol;;;;ra
Sol;;;;ra
Sol;;;;ra
Sor;;;;ra
Sva;;;;ra
Svall;;;;rag
Svan;;;;red
Svän;;;;reth
Svann;;;;ri
Svell;;;;runn
Sven;;;;runn
Sven;;;;runn
Swaf;;;;sa
Swaf;;;;sa
Swan;;;;scha
Swan;;;;scha
Swand;;;;scha
Tal;;;;scha
Tat;;;;se
Tho;;;;ta
Thor;;;;ta
Thor;;;;tha
Thor;;;;tha
Thor;;;;thai
Thro;;;;thrud
Thro;;;;traud
Thron;;;;trid
Thu;;;;trid
Tjal;;;;trud
To;;;;unn
To;;;;va
Tor;;;;va
Tor;;;;va
Tor;;;;va
Tor;;;;va
Ulf;;;;va
Unn;;;;vai
Uth;;;;ve
Var;;;;veg
Vat;;;;veig
Ve;;;;veig
Vig;;;;veig
Vla;;;;veig
Wal;;;;veig
Wal;;;;veig
Wolf;;;;veig
Wolf;;;;veld
Wolf;;;;vi
Wolf;;;;vild
Wolf;;;;vin
Wulf;;;;vor
Wulf;;;;wa
Wulf;;;;wa
Wulf;;;;wa
Wulf;;;;wa
Wulf;;;;wa
Wyrm;;;;wen
Y;;;;wen
Yas;;;;wer
Yas;;;;xa
Yl;;;;ya
Yl;;;;ya
Yng;;;;ya
Yng;;;;ya
Yng;;;;ya
Yrr;;;;ya
Yuch;;;;ya
Yurr;;;;yja
Zu;;;;zagh
