syl1;syl2;syl3;syl4;syl5
I;ri;;;mo
I;ri;;;mo
I;ri;;;mo
I;ri;;;mo
I;ri;;;mon
Ia;ri;;;mon
Ia;ri;;;mor
Im;ri;;;mor
Im;ri;;;mor
In;ri;;;mus
In;ri;;;mus
Ip;rie;;;na
Ir;rin;;;nan
Ja;rin;;;nar
Jal;rin;;;narch
Je;ris;;;ne
Je;ro;;;ne
Jel;ro;;;neb
Jo;ro;;;nin
Jo;ro;;;no
Ka;ro;;;no
Ka;ro;;;no
Ka;ro;;;no
Kai;ro;;;no
Kal;ron;;;no
Ke;ru;;;no
Kha;ru;;;no
Kha;ryn;;;no
Kho;sa;;;no
Kho;sa;;;no
Lan;sa;;;no
Lan;sa;;;no
Lau;san;;;no
Le;san;;;no
Le;san;;;no
Le;san;;;no
Le;se;;;no
Le;se;;;no
Li;sel;;;no
Lo;si;;;no
Lo;si;;;no
Lo;si;;;no
Lu;si;;;no
Lu;si;;;no
Lu;si;;;no
Lu;si;;;no
Lu;si;;;no
Lu;si;;;no
Lu;si;;;no
Lu;si;;;no
Lu;si;;;no
Lu;sil;;;no
Lu;sin;;;no
Lu;sin;;;no
Ly;sin;;;no
Ma;sin;;;no
Ma;so;;;no
Ma;son;;;no
Ma;su;;;no
Ma;ta;;;no
Ma;ta;;;no
Mag;ta;;;nol
Mal;ta;;;nor
Man;ta;;;nor
Mar;ta;;;nor
Mar;te;;;nor
Mar;tho;;;nor
Mar;ti;;;nor
Mar;ti;;;nus
Mar;ti;;;nus
Mar;ti;;;nus
Mas;to;;;nus
Mel;to;;;nus
Mem;tro;;;nus
Mi;tu;;;nus
Mi;tu;;;nus
Mi;tu;;;nus
Mo;tu;;;nus
Mo;tu;;;nus
Mo;tu;;;nus
Mon;u;;;nus
Mu;van;;;nus
Mu;ve;;;nus
Myr;ve;;;nus
Na;ve;;;nus
Na;ve;;;nus
Na;ve;;;nus
Nar;ves;;;nus
Nar;ves;;;o
Nar;vi;;;o
Ne;vi;;;o
Nes;vi;;;o
Ni;vo;;;o
No;vo;;;o
Nos;vo;;;o
Nun;xan;;;o
O;xi;;;o
O;ya;;;o
O;ya;;;o
Oc;yo;;;o
Og;za;;;o
Ol;zan;;;o
Or;zan;;;o
Or;ze;;;o
Or;zi;;;o
Or;zia;;;o
Or;zor;;;o
Os;zu;;;o
Pa;;;;o
Pa;;;;o
Pa;;;;o
Pal;;;;o
Pan;;;;o
Pan;;;;o
Pas;;;;o
Pe;;;;o
Pe;;;;o
Pe;;;;o
Pe;;;;o
Pe;;;;o
Phe;;;;o
Phe;;;;o
Pher;;;;o
Pir;;;;o
Ple;;;;o
Po;;;;o
Pra;;;;o
Pra;;;;o
Pra;;;;o
Prai;;;;o
Pros;;;;o
Pu;;;;o
Pul;;;;o
Qua;;;;o
Quen;;;;o
Quin;;;;o
Quin;;;;o
Ra;;;;o
Ra;;;;o
Ra;;;;o
Ra;;;;olf
Ra;;;;on
Ra;;;;on
Ra;;;;on
Ra;;;;on
Ra;;;;on
Ra;;;;on
Ra;;;;on
Rah;;;;on
Rah;;;;on
Rah;;;;on
Rah;;;;on
Rah;;;;on
Ral;;;;on
Ral;;;;on
Ras;;;;or
Re;;;;per
Re;;;;po
Re;;;;po
Re;;;;po
Reu;;;;rain
Ri;;;;rain
Ro;;;;rak
Ro;;;;ral
Ro;;;;ran
Ro;;;;ran
Ron;;;;rand
Ron;;;;ras
Ron;;;;ras
Ron;;;;rat
Ron;;;;res
Ron;;;;rich
Ron;;;;rich
Ru;;;;rik
Ru;;;;rin
Ru;;;;rio
Rus;;;;ro
Rus;;;;ro
Sa;;;;ro
Sa;;;;ro
Sa;;;;ro
Sa;;;;ro
Sa;;;;ro
Sa;;;;ro
Sal;;;;ro
Sal;;;;ro
Sal;;;;ro
Sal;;;;ro
Sal;;;;ro
San;;;;ro
San;;;;ro
Scra;;;;ron
Se;;;;ron
Se;;;;ron
Se;;;;ron
Se;;;;ron
Sep;;;;ruk
Ser;;;;rum
Shin;;;;rus
Si;;;;rus
Si;;;;ryd
Si;;;;sac
Sig;;;;schan
Sig;;;;sim
Sig;;;;so
Sin;;;;so
Stor;;;;so
Su;;;;so
Su;;;;so
Su;;;;sul
Sul;;;;sus
Ta;;;;sus
Tai;;;;sus
Tal;;;;sys
Tan;;;;tam
Tar;;;;tan
Tas;;;;tan
Ten;;;;tek
Ter;;;;ter
Tes;;;;ter
Tha;;;;tes
The;;;;than
Thi;;;;than
This;;;;thar
Thu;;;;tho
Ti;;;;to
Ti;;;;to
Ti;;;;to
Ti;;;;to
To;;;;to
Tol;;;;to
Tor;;;;to
Tor;;;;to
Tra;;;;to
Tri;;;;to
Tsa;;;;to
Tsa;;;;to
Tsa;;;;to
U;;;;to
U;;;;to
U;;;;to
U;;;;to
Um;;;;to
Un;;;;to
Ur;;;;to
Ur;;;;to
Va;;;;tor
Va;;;;tro
Val;;;;tro
Val;;;;tus
Val;;;;tus
Val;;;;tus
Var;;;;ul
Vas;;;;us
Ve;;;;us
Ven;;;;us
Ver;;;;us
Ves;;;;us
Vi;;;;us
Vi;;;;us
Vi;;;;us
Vi;;;;us
Vi;;;;us
Vi;;;;us
Vi;;;;us
Vis;;;;us
Vit;;;;us
Vo;;;;us
Vol;;;;us
We;;;;us
Wel;;;;us
Wen;;;;us
Wen;;;;us
Will;;;;us
Xa;;;;us
Xe;;;;us
Xe;;;;us
Xe;;;;van
Ya;;;;vin
Ya;;;;vin
Ya;;;;vo
Ya;;;;vo
Ya;;;;von
Ya;;;;vus
Yan;;;;wart
Yann;;;;wein
Yer;;;;yo
Yor;;;;yo
Yu;;;;yo
Yu;;;;yo
Yu;;;;yo
Za;;;;yo
Za;;;;yo
Za;;;;zir
Zan;;;;zo
Ze;;;;zo
Zir;;;;zo
Zor;;;;zo
Zur;;;;zor
