syl1;syl2;syl3;syl4;syl5
Gal;;;;grin
Gart;;;;gund
Ge;;;;hag
Gel;;;;hag
Gel;;;;halm
Gep;;;;hard
Ger;;;;hardt
Ger;;;;hardt
Gi;;;;hardt
Gil;;;;hardt
Gilm;;;;hart
Go;;;;helm
Go;;;;helm
Gor;;;;helm
Gost;;;;helm
Gra;;;;hold
Gram;;;;hold
Gran;;;;hold
Grif;;;;hold
Grimm;;;;hold
Grimm;;;;hold
Gro;;;;ian
Gru;;;;ilm
Gun;;;;imm
Gwinn;;;;in
Ha;;;;in
Ha;;;;in
Ha;;;;ing
Hal;;;;irl
Hal;;;;ja
Hal;;;;kel
Halm;;;;kol
Har;;;;kor
Harm;;;;kus
Hart;;;;lan
Has;;;;lan
Has;;;;lan
He;;;;lan
Hel;;;;lan
Hel;;;;lan
Hel;;;;lan
Her;;;;las
Hlu;;;;laus
Hol;;;;laus
Hold;;;;laus
Hum;;;;laus
I;;;;laus
I;;;;le
I;;;;le
Il;;;;len
Ilm;;;;lik
In;;;;lin
In;;;;ling
Inger;;;;ling
Ja;;;;ling
Ja;;;;ling
Ja;;;;lo
Jal;;;;lon
Jar;;;;losch
Jar;;;;lund
Jin;;;;lus
Jo;;;;lyn
Jo;;;;lyn
Ka;;;;man
Kal;;;;man
Kar;;;;man
Ker;;;;mann
Knorr;;;;mann
Knurr;;;;mar
Kor;;;;mar
Kor;;;;mar
Kru;;;;mar
Ku;;;;mar
Kun;;;;mar
Lan;;;;mar
Lein;;;;mar
Leu;;;;mar
Leu;;;;mar
Leu;;;;mar
Lin;;;;me
Ling;;;;mel
Lu;;;;mil
Ma;;;;mil
Mal;;;;mil
Mar;;;;mir
Mar;;;;mir
Marm;;;;mo
Mein;;;;morn
Mel;;;;mun
Men;;;;mut
Mi;;;;na
Mis;;;;narch
Myr;;;;nert
Na;;;;nin
Nan;;;;no
Nar;;;;no
Nar;;;;no
Nar;;;;no
Nas;;;;nod
Nir;;;;nol
Nol;;;;nor
Nor;;;;nor
Not;;;;nulf
Nöt;;;;olf
O;;;;on
O;;;;ork
O;;;;ork
O;;;;pel
O;;;;per
Oc;;;;pert
Ol;;;;pert
On;;;;pert
Or;;;;phak
Os;;;;phart
Os;;;;po
Pa;;;;po
Pa;;;;pold
Pal;;;;rad
Per;;;;rain
Per;;;;ran
Per;;;;rand
Pol;;;;ras
Pra;;;;reich
Ra;;;;reich
Ra;;;;res
Rank;;;;rich
Re;;;;rich
Re;;;;rich
Ro;;;;rich
Ro;;;;rich
Ron;;;;rich
Ron;;;;rich
Rond;;;;rik
Ru;;;;rist
Rum;;;;ro
Rum;;;;ro
Run;;;;ro
Sa;;;;rolf
Sa;;;;rolf
Salm;;;;ron
Scra;;;;ron
Sef;;;;rosch
Si;;;;runz
Sig;;;;ryd
Sig;;;;sing
Sig;;;;sold
Silt;;;;sold
Sin;;;;sold
Stein;;;;tan
Sti;;;;tel
Stramm;;;;tel
Su;;;;tel
Su;;;;tel
Ta;;;;tel
Tai;;;;ter
Tann;;;;ter
Tann;;;;ter
Ter;;;;thar
Thi;;;;tho
Tho;;;;tin
Thor;;;;tio
Ti;;;;to
To;;;;tor
Tor;;;;tus
Tra;;;;tus
Trest;;;;us
Tro;;;;val
U;;;;vel
Ul;;;;vin
Ul;;;;von
Ul;;;;wald
Uld;;;;wald
Um;;;;ward
Val;;;;ward
Val;;;;wardt
Vi;;;;wart
Vi;;;;wart
Vit;;;;wart
Waid;;;;wein
Wal;;;;wein
We;;;;wich
Weld;;;;will
Wen;;;;win
Wen;;;;win
Wen;;;;win
Wen;;;;win
Wen;;;;win
Weng;;;;wolf
Wil;;;;wulf
Wil;;;;wulf
Wil;;;;wulf
Win;;;;wulf
Wolf;;;;wulf
Wolf;;;;zan
Yann;;;;zel
Zol;;;;zer
