syl1;syl2;syl3;syl4;syl5
Ra;si;;;ra
Rah;si;;;ra
Rah;tar;;;ra
Ran;tha;;;ra
Rash;thi;;;ra
Re;thil;;;ra
Re;ti;;;ra
Re;tra;;;ra
Rha;tra;;;ra
Rif;va;;;ra
Ron;va;;;rah
Ron;ya;;;rah
Sa;ya;;;rai
Sa;ye;;;ram
Sa;yo;;;ram
Sa;za;;;ram
Sa;za;;;resh
Sa;ze;;;reth
Sa;zi;;;ri
Sal;zi;;;ris
Sar;zi;;;ris
Se;zi;;;sa
Se;zi;;;sa
Se;zi;;;sa
Se;;;;sad
Sha;;;;sath
Sha;;;;scha
Sha;;;;sha
Sha;;;;sha
Shan;;;;sha
Shan;;;;sha
Shan;;;;shal
She;;;;shan
Shen;;;;shan
Shey;;;;shan
Shey;;;;shan
Shi;;;;shan
Shi;;;;she
Shi;;;;shen
Shu;;;;shild
Shu;;;;si
Shu;;;;ta
Shu;;;;tab
Shu;;;;tah
So;;;;tah
Su;;;;ti
Su;;;;ti
Su;;;;ti
Su;;;;ti
Sur;;;;ti
Sy;;;;ti
Ta;;;;tum
Tsa;;;;tum
Tu;;;;wa
Tul;;;;ya
Va;;;;ya
Ya;;;;ya
Ya;;;;ya
Ya;;;;ya
Ya;;;;ya
Ya;;;;ya
Ya;;;;ya
Ya;;;;ya
Ya;;;;ya
Ya;;;;ya
Yad;;;;ya
Yas;;;;ya
Yas;;;;ya
Ye;;;;ya
Yes;;;;ya
Yil;;;;ya
Ym;;;;ya
Yos;;;;ya
Yul;;;;yan
Za;;;;yan
Za;;;;za
Za;;;;za
Za;;;;zah
Zah;;;;zah
Zah;;;;zath
Ze;;;;zel
Zu;;;;zel
Zu;;;;zeth
Zul;;;;zeth
Zul;;;;zir
